delivery_date,weight,vehicle_size,billed_miles,total,pickup_state,deliver_state,duration_hours,rpm,predicted_cost,predicted_rpm,error,label
2021-12-06,42000,TRACTOR,1363.0,6060.0,IN,TX,35,4.446074834922964,5550.054974642457,4.071940553662844,-0.37,-4
2021-12-08,7136,DOCK HIGH STRAIGHT,1739.0,3220.0,CU,OH,93,1.8516388729154687,4878.072908821776,2.8051023052454145,0.95,10
2021-12-08,4050,CUBE VAN,1378.0,4148.0,CU,IL,81,3.0101596516690856,4942.911827978933,3.5870187430906624,0.58,6
2021-12-05,1050,DOCK HIGH STRAIGHT,378.0,2336.82,MI,KY,10,6.1820634920634925,1771.8974071521818,4.687559278180375,-1.49,-15
2021-12-07,2943,DOCK HIGH STRAIGHT,1606.0,2550.0,TX,MI,39,1.5877957658779576,2965.4909712813446,1.846507454097973,0.26,3
2021-12-07,2700,CUBE VAN,1561.0,5681.16,TX,OH,33,3.639436258808456,3016.94474719635,1.9327000302346893,-1.71,-18
2021-12-06,1007,CARGO VAN,469.0,2145.01,IN,ON,10,4.573582089552239,1490.691134763959,3.1784459163410643,-1.4,-15
2021-12-07,114,CARGO VAN,301.0,750.0,OH,MI,22,2.491694352159469,873.9378484780436,2.9034480015881847,0.41,5
2021-12-07,1100,DOCK HIGH STRAIGHT,540.0,1550.0,TN,MI,23,2.8703703703703702,1767.8058956986774,3.273714621664217,0.4,5
2021-12-08,1682,SPRINTER,1093.0,1422.0,TN,TX,47,1.3010064043915828,1300.8142182269935,1.1901319471427207,-0.11,-2
2021-12-09,5,SPRINTER,2280.0,2993.0,MI,EM,72,1.312719298245614,3128.352615778544,1.3720844806046244,0.06,1
2021-12-07,4910,TRACTOR,1088.0,3400.0,TX,TN,31,3.125,2852.5132958353897,2.621795308672233,-0.5,-6
2021-12-07,35000,TRACTOR,1054.0,4000.0,TN,TX,30,3.795066413662239,4214.747873391734,3.998812024090829,0.2,3
2021-12-10,1600,SPRINTER,1821.0,3000.0,MI,CU,96,1.6474464579901154,2682.574230837224,1.4731324716294474,-0.17,-2
2021-12-07,1000,SPRINTER,437.0,1000.0,TX,TX,21,2.288329519450801,1093.1807535485536,2.501557788440626,0.21,3
2021-12-06,860,SPRINTER,547.0,900.0,TN,MO,9,1.6453382084095065,1009.1572026490344,1.8448943375667903,0.2,3
2021-12-09,250,CARGO VAN,1160.0,1985.8,CU,AL,69,1.7118965517241378,2484.761636366517,2.142035893419412,0.43,5
2021-12-07,1000,SPRINTER,562.0,1175.0,MI,TN,17,2.090747330960854,1058.0843414359806,1.882712351309574,-0.21,-3
2021-12-10,6000,DOCK HIGH STRAIGHT,2067.0,4500.0,OH,GJ,97,2.177068214804064,4532.161951606305,2.192627939819209,0.02,1
2021-12-07,600,CARGO VAN,1224.0,1834.31,MI,TX,22,1.4986192810457517,1620.7280004529312,1.3241241833765778,-0.17,-2
2021-12-10,1200,SPRINTER,2027.0,3777.72,QA,OH,83,1.863700049333991,3810.4335886462304,1.879838968251717,0.02,1
2021-12-07,40000,TRACTOR,568.0,2100.0,KY,KY,21,3.6971830985915495,1996.259725467028,3.514541770188429,-0.18,-2
2021-12-09,426,CARGO VAN,1744.0,2926.33,NX,MI,65,1.677941513761468,2725.120482242263,1.5625690838545083,-0.12,-2
2021-12-07,1102,CARGO VAN,980.0,1450.0,TX,AL,21,1.479591836734694,1579.724703742119,1.6119639834103254,0.13,2
2021-12-09,350,SPRINTER,1643.0,1933.87,MI,TX,69,1.1770359099208765,1613.2091749448678,0.9818680310072232,-0.2,-3
2021-12-09,440,SPRINTER,1912.0,3673.0,PU,IL,63,1.9210251046025104,3353.347569976349,1.7538428713265424,-0.17,-2
2021-12-10,110,CARGO VAN,2162.0,3336.46,GJ,MI,84,1.5432284921369104,3815.503434876744,1.7648026988329066,0.22,3
2021-12-09,60,CARGO VAN,2185.0,3240.62,GJ,MI,63,1.483121281464531,3647.2159206755337,1.669206371018551,0.19,2
2021-12-09,1228,SPRINTER,1768.0,3121.0,NX,MI,63,1.7652714932126696,3133.036618984828,1.7720795356249028,0.01,1
2021-12-10,2249,DOCK HIGH STRAIGHT,1824.0,3498.0,CU,MI,84,1.917763157894737,4492.924579543615,2.463226194925228,0.55,6
2021-12-08,1328,DOCK HIGH STRAIGHT,1643.0,4714.0,TX,MI,50,2.8691418137553257,2931.4847163836257,1.7842268511160229,-1.08,-11
2021-12-07,1200,CARGO VAN,315.0,942.12,MI,KY,6,2.9908571428571427,958.4454212233672,3.0426838768995785,0.05,1
2021-12-09,10000,DOCK HIGH STRAIGHT,1594.0,2995.0,TX,MI,55,1.8789209535759093,3202.7697123110743,2.009265817008202,0.13,2
2021-12-09,41500,TRACTOR,1728.0,8792.62,SL,KY,57,5.08832175925926,8272.426607937638,4.787283916630577,-0.3,-4
2021-12-09,5906,DOCK HIGH STRAIGHT,1803.0,5199.0,QA,IL,55,2.883527454242929,5819.669874699675,3.227770313200042,0.34,4
2021-12-10,18001,TRACTOR,1730.0,7272.12,KY,SL,81,4.203537572254335,5905.502232492585,3.4135851054870434,-0.79,-8
2021-12-09,687,SPRINTER,1731.0,2046.79,TX,MI,47,1.1824321201617565,2311.819327621583,1.3355397617686788,0.15,2
2021-12-09,10589,TRACTOR,1222.0,3589.0,TX,TN,46,2.936988543371522,4202.386167888251,3.438941217584494,0.5,6
2021-12-09,770,SPRINTER,1362.0,1495.0,TX,IN,43,1.0976505139500734,1931.65265887111,1.4182471797878928,0.32,4
2021-12-09,100,CARGO VAN,1638.0,1495.0,MI,TX,51,0.9126984126984128,1632.461804543139,0.9966189282925146,0.08,1
2021-12-09,2020,SPRINTER,1637.0,1498.0,MI,TX,45,0.9150885766646304,1801.928866380701,1.100750681967441,0.19,2
2021-12-08,400,SPRINTER,768.0,1430.02,MS,MI,18,1.8620052083333327,1156.151926381077,1.5054061541420272,-0.36,-4
2021-12-08,220,SPRINTER,1119.0,1735.0,IA,TX,20,1.5504915102770331,2170.799161204756,1.939945631103445,0.39,4
2021-12-09,351,CARGO VAN,1353.0,1498.0,IL,TX,44,1.107169253510717,1535.8872014805977,1.1351716197195842,0.03,1
2021-12-09,600,CARGO VAN,1996.0,2913.07,WI,CA,46,1.4594539078156314,2838.856971043566,1.4222730315849528,-0.04,-1
2021-12-10,1759,DOCK HIGH STRAIGHT,2286.0,4400.0,MI,EM,74,1.9247594050743653,4626.558221919639,2.023866238809991,0.1,2
2021-12-08,868,CARGO VAN,521.0,1057.63,KY,MO,17,2.03,1101.506372401996,2.1142156859923147,0.08,1
2021-12-09,13900,TRACTOR,1017.0,8376.91,TX,MO,41,8.236882989183874,4505.890759653469,4.430571051773323,-3.81,-33
2021-12-08,40000,TRACTOR,493.0,3185.36,IL,TN,20,6.461176470588236,3180.9947656359323,6.452322039829477,-0.01,-1
2021-12-09,200,CARGO VAN,865.0,2507.0,TX,PU,51,2.8982658959537573,1799.8874417133543,2.080794730304456,-0.82,-9
2021-12-10,3600,CARGO VAN,2072.0,2623.0,CT,TX,65,1.265926640926641,2410.1050433578944,1.1631781097287135,-0.1,-2
2021-12-09,11400,TRACTOR,1643.0,4850.0,TX,MI,51,2.9519172245891663,4577.435008081648,2.786022524699725,-0.17,-2
2021-12-09,180,CARGO VAN,1341.0,1989.0,TX,AZ,39,1.483221476510067,1995.950257195502,1.4884043677818808,0.01,1
2021-12-10,650,CUBE VAN,2191.0,3951.7,QA,MI,61,1.8036056595162029,3880.257477784697,1.7709983924165664,-0.03,-1
2021-12-09,440,SPRINTER,1619.0,2633.0,TX,MI,38,1.6263125386040769,1929.2815299796744,1.1916501111671862,-0.43,-5
2021-12-08,800,CARGO VAN,357.0,964.5,NY,MI,6,2.701680672268908,907.9188721791544,2.543190118148892,-0.16,-2
2021-12-10,1200,CUBE VAN,1768.0,3971.0,NX,MI,58,2.2460407239819005,3159.2363582669814,1.7868983926849442,-0.46,-5
2021-12-09,600,TRACTOR,637.0,2800.0,TN,MI,22,4.395604395604396,2954.3266975374577,4.637875506338238,0.24,3
2021-12-10,3369,CUBE VAN,1965.0,2850.0,NJ,TX,53,1.450381679389313,3627.283334492041,1.8459457172987483,0.4,5
2021-12-08,860,SPRINTER,547.0,900.0,TN,MO,11,1.6453382084095065,1016.6824181857664,1.858651587176904,0.21,3
2021-12-08,2500,TRACTOR,342.0,2000.0,AL,KY,6,5.847953216374269,2359.099184038857,6.897950830522974,1.05,11
2021-12-09,23168,TRACTOR,904.0,3309.28,AL,MI,27,3.66070796460177,4151.182064705311,4.592015558302335,0.93,10
2021-12-09,42494,TRACTOR,1150.0,3900.0,TN,TX,22,3.391304347826087,4446.0450852589565,3.8661261610947446,0.47,5
2021-12-10,200,CARGO VAN,865.0,2507.0,TX,PU,49,2.8982658959537573,1646.9273892530384,1.903962299714496,-0.99,-10
2021-12-10,635,CARGO VAN,1117.0,1233.0,TN,TX,44,1.1038495971351836,1211.0858241946098,1.0842308184374303,-0.02,-1
2021-12-10,3269,SPRINTER,1593.0,1900.0,MI,TX,46,1.1927181418706845,2012.3785121990688,1.2632633472687187,0.07,1
2021-12-10,2402,CARGO VAN,2072.0,2623.0,CT,TX,42,1.265926640926641,2372.3617660865248,1.1449622423197514,-0.12,-2
2021-12-09,1220,SPRINTER,620.0,1350.0,TN,ON,20,2.177419354838709,1500.8962189021076,2.420800353067916,0.24,3
2021-12-10,3580,DOCK HIGH STRAIGHT,1075.0,2300.0,TN,TX,45,2.13953488372093,2291.418289531801,2.1315518972388845,-0.01,-1
2021-12-09,2790,TRACTOR,1346.0,6000.0,WI,TX,25,4.457652303120357,5551.973125955911,4.124794298629949,-0.33,-4
2021-12-09,100,CARGO VAN,775.0,1300.0,TX,MR,28,1.6774193548387095,1784.830671781374,2.3030073184275794,0.63,7
2021-12-09,50,CARGO VAN,603.0,1236.18,MI,NJ,17,2.0500497512437814,1223.7939581614055,2.0295090516772896,-0.02,-1
2021-12-09,1137,SPRINTER,548.0,850.0,TN,MI,13,1.551094890510949,883.8487403514705,1.6128626648749462,0.06,1
2021-12-10,2500,CUBE VAN,1462.0,2908.7,TX,IL,50,1.98953488372093,2905.7972256500057,1.987549401949388,-0.0,1
2021-12-10,100,CARGO VAN,1720.0,1842.04,TX,MI,39,1.070953488372093,2177.2098707799746,1.2658196923139386,0.19,2
2021-12-16,1067,DOCK HIGH STRAIGHT,2377.0,7788.0,GJ,MI,156,3.276398822044594,6950.817938607064,2.9241977024009524,-0.35,-4
2021-12-10,2500,TRACTOR,342.0,2200.0,AL,KY,7,6.432748538011696,2296.501427456694,6.714916454551736,0.28,3
2021-12-13,3637,CUBE VAN,1640.0,2233.0,MI,TX,74,1.3615853658536583,2574.3828624510634,1.5697456478360143,0.21,3
2021-12-13,35000,TRACTOR,1102.0,4000.0,AL,TX,71,3.629764065335753,5128.719277089171,4.654010233293258,1.02,11
2021-12-11,5906,DOCK HIGH STRAIGHT,444.0,1655.0,TX,TX,23,3.7274774774774775,2159.353991763537,4.863409891359318,1.14,12
2021-12-14,24582,TRACTOR,1621.0,5899.0,MO,GJ,99,3.6391116594694632,5647.994979845382,3.484265872822568,-0.15,-2
2021-12-13,2800,DOCK HIGH STRAIGHT,1392.0,3471.0,NC,TX,72,2.493534482758621,4305.236845336956,3.092842561305285,0.6,7
2021-12-13,32200,TRACTOR,1423.0,5000.0,IN,TX,70,3.5137034434293746,5442.232673886714,3.82447833723592,0.31,4
2021-12-11,8298,DOCK HIGH STRAIGHT,631.0,2688.34,CT,OH,19,4.260443740095087,2232.71551691612,3.538376413496228,-0.72,-8
2021-12-10,710,CARGO VAN,519.0,850.0,TN,MI,10,1.6377649325626205,795.537958855025,1.5328284371002407,-0.1,-2
2021-12-14,556,DOCK HIGH STRAIGHT,2286.0,4400.0,MI,EM,98,1.9247594050743653,4255.753247029275,1.8616593381580384,-0.06,-1
2021-12-13,30,CARGO VAN,2429.0,4189.0,TX,WA,68,1.724578015644298,3955.4125477533344,1.628411917560039,-0.1,-2
2021-12-14,1148,CUBE VAN,2280.0,4000.0,MI,EM,98,1.7543859649122806,3722.0921279440186,1.6324965473438675,-0.12,-2
2021-12-13,300,CARGO VAN,2184.0,2075.0,MA,TX,68,0.950091575091575,2627.7831106062845,1.2031973949662476,0.25,3
2021-12-14,2716,CUBE VAN,1065.0,2850.0,TX,GA,89,2.676056338028169,2885.443922623252,2.709337016547654,0.03,1
2021-12-13,3736,DOCK HIGH STRAIGHT,1603.0,4319.07,TX,MI,60,2.694366812227074,2895.807284478642,1.8064923795874248,-0.89,-9
2021-12-13,588,CARGO VAN,1722.0,2093.78,TX,MI,60,1.2159001161440186,2129.015219071909,1.2363619158373456,0.02,1
2021-12-15,19815,TRACTOR,2184.0,7100.0,QA,MI,109,3.250915750915751,7236.97152121147,3.3136316489063504,0.06,1
2021-12-15,3816,CUBE VAN,1922.0,3375.0,SL,OH,108,1.755983350676379,4455.321556879228,2.3180653261598483,0.56,6
2021-12-13,1170,SPRINTER,1051.0,1783.79,TX,MO,63,1.697231208372978,1866.87678520178,1.7762861895354711,0.08,1
2021-12-13,2760,DOCK HIGH STRAIGHT,1169.0,2268.0,TX,IL,63,1.9401197604790417,2355.675100816644,2.0151198467208244,0.08,1
2021-12-14,576,CUBE VAN,1411.0,3838.0,CU,IL,77,2.7200566973777462,3531.5128121745825,2.5028439490960896,-0.22,-3
2021-12-14,1500,SPRINTER,2200.0,4830.35,QA,MI,98,2.1956136363636367,4154.5991655025455,1.8884541661375207,-0.31,-4
2021-12-16,1619,CARGO VAN,1969.0,3814.83,EM,KY,131,1.937445403758253,4078.497137951147,2.071354564728871,0.13,2
2021-12-13,4740,DOCK HIGH STRAIGHT,1617.0,2828.0,TX,MI,60,1.748917748917749,3087.693793441583,1.909519971206916,0.16,2
2021-12-16,40000,TRACTOR,1728.0,8675.48,SL,KY,134,5.020532407407408,9238.990401574552,5.346637963874162,0.33,4
2021-12-14,626,CARGO VAN,607.0,1567.35,OH,MO,83,2.582125205930807,1299.304857197069,2.140535184838664,-0.44,-5
2021-12-13,1114,SPRINTER,815.0,1900.0,TX,MS,58,2.331288343558282,1627.6746336192796,1.9971467897169075,-0.33,-4
2021-12-13,18000,TRACTOR,1416.0,6010.0,TX,IN,59,4.244350282485875,5250.568153110802,3.708028356716668,-0.54,-6
2021-12-13,500,TRACTOR,1088.0,393.0,TX,TN,55,0.3612132352941176,1160.3398180817676,1.0664888033839777,0.71,8
2021-12-14,42000,TRACTOR,2103.0,8800.0,JA,MI,79,4.184498335710889,7971.239955766593,3.7904136736883465,-0.39,-4
2021-12-13,13400,TRACTOR,1046.0,4000.0,TX,AL,57,3.8240917782026767,4765.700048331805,4.556118593051439,0.73,8
2021-12-16,32000,TRACTOR,1729.0,9622.19,SL,KY,126,5.565176402544824,8964.71827597429,5.184915139372059,-0.38,-4
2021-12-15,600,CUBE VAN,1912.0,3673.0,PU,IL,103,1.9210251046025104,4386.368673082196,2.2941258750429894,0.37,4
2021-12-13,11000,TRACTOR,1316.0,5500.0,IN,TX,47,4.179331306990881,4036.496739131137,3.067246762257703,-1.11,-12
2021-12-14,19418,TRACTOR,1928.0,8732.0,JA,SC,73,4.529045643153527,8201.796357723179,4.254043754005798,-0.28,-3
2021-12-15,18001,TRACTOR,2062.0,7870.47,MI,SL,99,3.816910766246363,6885.619203397293,3.3392915632382603,-0.48,-5
2021-12-15,10500,TRACTOR,2254.0,5655.0,MI,PU,99,2.5088731144631766,6293.6978473075305,2.792235069790386,0.28,3
2021-12-13,600,SPRINTER,385.0,1389.78,MI,KY,49,3.6098181818181816,966.6524718914902,2.510785641276598,-1.1,-12
2021-12-14,35000,TRACTOR,1618.0,5500.0,TX,MI,67,3.3992583436341164,5608.905522233363,3.466567071837678,0.07,1
2021-12-12,452,CARGO VAN,490.0,1093.73,NC,KY,14,2.2321020408163266,1042.6067544260382,2.1277688865837514,-0.1,-2
2021-12-13,4200,DOCK HIGH STRAIGHT,1712.0,5738.58,TX,MI,38,3.3519742990654207,4065.533432777067,2.374727472416512,-0.98,-10
2021-12-13,4480,DOCK HIGH STRAIGHT,1606.0,2550.0,TX,MI,37,1.5877957658779576,3150.2845219591086,1.961571931481388,0.37,4
2021-12-15,23000,TRACTOR,1804.0,7100.0,CU,MI,89,3.9356984478935697,7305.93290517404,4.049851943001131,0.11,2
2021-12-13,3890,DOCK HIGH STRAIGHT,1687.0,3500.0,TX,MI,38,2.074688796680498,3722.30872015802,2.206466342713705,0.13,2
2021-12-15,20000,TRACTOR,1769.0,5650.0,MI,CU,88,3.193894855850763,6105.806014370391,3.4515579504637595,0.26,3
2021-12-16,10572,TRACTOR,1739.0,3220.0,CU,OH,97,1.8516388729154687,7456.100210076791,4.287579189233347,2.44,25
2021-12-15,860,SPRINTER,1900.0,4635.86,JA,KY,69,2.439926315789473,4016.208140552416,2.1137937581854818,-0.33,-4
2021-12-12,40000,TRACTOR,722.0,5406.88,GA,MI,15,7.488753462603878,3659.597343875797,5.068694382099441,-2.42,-25
2021-12-14,40000,TRACTOR,1626.0,12913.97,MI,TX,51,7.942170971709717,8711.694317910511,5.357745582970794,-2.58,-26
2021-12-13,1285,TRACTOR,391.0,2000.0,MI,KY,16,5.115089514066496,2203.728662305143,5.636134686202412,0.52,6
2021-12-14,35000,TRACTOR,456.0,3170.31,IL,TN,24,6.952434210526316,3501.5311856021003,7.678796459653729,0.73,8
2021-12-14,70,CUBE VAN,555.0,1350.0,EM,NX,21,2.4324324324324325,959.3999628931292,1.728648581789422,-0.7,-8
2021-12-15,12,TRACTOR,1712.0,6399.0,MI,TX,49,3.737733644859813,5291.607585046157,3.0908922809849044,-0.65,-7
2021-12-14,40000,TRACTOR,493.0,3094.36,IL,TN,19,6.27659229208925,3171.9160719966853,6.433906839749869,0.16,2
2021-12-15,4000,DOCK HIGH STRAIGHT,1643.0,2695.0,MI,TX,45,1.640292148508825,2621.61557394952,1.595627251338722,-0.04,-1
2021-12-14,340,CARGO VAN,700.0,1224.89,WI,AL,20,1.7498428571428573,1121.5282565567577,1.602183223652511,-0.15,-2
2021-12-15,900,CUBE VAN,1668.0,3629.41,TX,OH,40,2.1759052757793764,3054.281620625824,1.831104089104211,-0.34,-4
2021-12-15,275,SPRINTER,1640.0,1495.0,MI,TX,49,0.9115853658536586,1630.0894385202614,0.9939569747074763,0.08,1
2021-12-15,1542,SPRINTER,1693.0,1615.0,VA,TX,44,0.9539279385705848,2032.316077172816,1.2004229634806949,0.25,3
2021-12-14,40000,TRACTOR,568.0,2100.0,KY,KY,23,3.6971830985915495,2047.7850173542,3.6052553122433095,-0.09,-1
2021-12-14,16500,TRACTOR,1170.0,5000.0,IN,TX,21,4.273504273504273,4251.826529889401,3.634039769136241,-0.64,-7
2021-12-14,2556,CUBE VAN,827.0,1842.04,AL,MI,21,2.2273760580411124,1984.6233227397288,2.399786363651426,0.17,2
2021-12-14,1600,SPRINTER,1460.0,1731.04,TX,MI,30,1.1856438356164385,2100.6628525724927,1.438810172994858,0.25,3
2021-12-17,42500,TRACTOR,2373.0,10646.98,WA,KY,90,4.486717235566793,10347.850476241496,4.360661810468392,-0.13,-2
2021-12-15,1100,SPRINTER,970.0,1287.53,NH,KY,39,1.3273505154639176,1568.686920143619,1.6172030104573392,0.29,3
2021-12-16,6314,DOCK HIGH STRAIGHT,1836.0,8856.02,QA,KY,66,4.823540305010893,6010.53278931611,3.2737106695621514,-1.55,-16
2021-12-14,860,CARGO VAN,519.0,850.0,TN,MI,18,1.6377649325626205,787.4545625151281,1.5172534923220196,-0.12,-2
2021-12-15,1133,SPRINTER,1617.0,1693.81,TX,MI,42,1.0475015460729746,2046.194740191962,1.2654265554681274,0.22,3
2021-12-14,900,CARGO VAN,1478.0,1770.24,TX,IL,29,1.1977266576454668,2065.3218808462075,1.3973761034142134,0.2,3
2021-12-14,3100,CUBE VAN,554.0,1300.0,GJ,TX,21,2.3465703971119134,1536.0383314727712,2.7726323672793702,0.43,5
2021-12-14,19000,TRACTOR,963.0,6989.0,TX,AL,19,7.257528556593977,5480.841961803466,5.691424674769954,-1.57,-16
2021-12-15,74,CARGO VAN,1350.0,2013.46,IN,TX,38,1.4914518518518518,1818.6406165463409,1.3471411974417338,-0.14,-2
2021-12-15,1579,SPRINTER,1179.0,1573.62,TX,MI,33,1.33470737913486,1660.722918662371,1.4085860209180416,0.07,1
2021-12-14,848,CARGO VAN,763.0,1766.31,MI,MO,16,2.314954128440367,1401.3277719697314,1.8366025844950609,-0.48,-5
2021-12-14,1498,CARGO VAN,467.0,984.2,IL,MO,14,2.107494646680942,1068.942720298543,2.288956574515081,0.18,2
2021-12-15,4000,DOCK HIGH STRAIGHT,1302.0,2895.0,IN,TX,38,2.2235023041474653,2814.9678196352784,2.1620336556338544,-0.06,-1
2021-12-17,3560,DOCK HIGH STRAIGHT,2194.0,10387.09,QA,MI,82,4.734316317228806,5769.160756414188,2.6295172089399217,-2.1,-22
2021-12-16,1632,CARGO VAN,1810.0,3076.0,GJ,IL,62,1.6994475138121548,3040.2178360115463,1.6796783624373184,-0.02,-1
2021-12-14,269,CARGO VAN,312.0,911.67,OH,KY,5,2.9220192307692305,862.7979343910761,2.7653779948431927,-0.16,-2
2021-12-17,552,SPRINTER,2390.0,5677.0,CU,WA,86,2.3753138075313807,5583.955935090869,2.336383236439694,-0.04,-1
2021-12-16,43659,TRACTOR,1754.0,6350.0,NX,MI,70,3.620296465222349,6385.586819305924,3.640585415795852,0.02,1
2021-12-15,260,SPRINTER,1612.0,1505.0,TX,MI,35,0.9336228287841192,1853.235555002834,1.1496498480166464,0.22,3
2021-12-14,700,CARGO VAN,315.0,773.8,MI,KY,6,2.4565079365079363,904.0351323123124,2.8699528009914674,0.41,5
2021-12-16,5000,TRACTOR,1258.0,8020.0,NX,AL,57,6.375198728139905,8304.349240202006,6.60123151049444,0.23,3
2021-12-15,24481,TRACTOR,1354.0,4499.0,TX,KY,36,3.3227474150664698,5357.03731674435,3.9564529665763297,0.63,7
2021-12-16,1653,DOCK HIGH STRAIGHT,1532.0,2420.0,MI,TX,48,1.5796344647519582,2994.7078884798666,1.9547701621931244,0.38,4
2021-12-17,118,SPRINTER,2301.0,3093.0,MI,EM,74,1.3441981747066494,3034.5675709780194,1.3188038118113947,-0.03,-1
2021-12-15,40000,TRACTOR,536.0,3290.63,TN,MI,23,6.139235074626866,2385.737843349013,4.45100343908398,-1.69,-17
2021-12-17,3600,CUBE VAN,2072.0,4149.0,CT,TX,69,2.0024131274131274,3512.6761186460017,1.6953070070685337,-0.31,-4
2021-12-16,5372,DOCK HIGH STRAIGHT,1620.0,2675.0,MI,TX,46,1.6512345679012346,3236.708799274344,1.9979683946137927,0.35,4
2021-12-14,420,CARGO VAN,326.0,895.15,IL,KY,10,2.745858895705521,866.49771392607,2.657968447625981,-0.09,-1
2021-12-14,3000,SPRINTER,534.0,900.0,KY,MI,9,1.6853932584269662,928.2401340170876,1.7382774045263816,0.05,1
2021-12-15,10000,TRACTOR,522.0,2800.0,IN,AL,25,5.363984674329502,2753.523731780699,5.2749496777408025,-0.09,-1
2021-12-16,2000,DOCK HIGH STRAIGHT,1639.0,2595.0,MI,TX,43,1.5832824893227575,2617.111991238283,1.5967736371191474,0.01,1
2021-12-16,553,CARGO VAN,1753.0,2844.1,AZ,KY,42,1.6224187107815171,2689.0047169898567,1.5339445048430442,-0.09,-1
2021-12-15,220,SPRINTER,808.0,1185.84,AL,MI,18,1.4676237623762376,1303.2694651537558,1.6129572588536585,0.15,2
2021-12-16,4350,DOCK HIGH STRAIGHT,1637.0,3172.0,MI,TX,41,1.9376908979841168,3051.072105097061,1.8638192456304588,-0.07,-1
2021-12-16,1000,SPRINTER,2131.0,2665.0,MA,TX,43,1.2505865790708588,2913.8892812835747,1.3673811737604762,0.12,2
2021-12-16,1190,DOCK HIGH STRAIGHT,1264.0,2245.0,TN,TX,45,1.7761075949367089,2506.3177838186007,1.9828463479577536,0.21,3
2021-12-15,3,CARGO VAN,556.0,959.0,TX,GJ,20,1.724820143884892,1075.3246697580605,1.9340371758238493,0.21,3
2021-12-17,1500,SPRINTER,1812.0,1805.0,NY,TX,66,0.9961368653421634,2330.861948227876,1.286347653547393,0.29,3
2021-12-15,800,CUBE VAN,787.0,1988.41,TX,TX,19,2.526569250317662,1935.1610756467312,2.458908609462174,-0.07,-1
2021-12-16,2168,CUBE VAN,1718.0,6763.98,TX,MI,47,3.937124563445867,3466.956606855148,2.01801897954316,-1.92,-20
2021-12-17,8050,DOCK HIGH STRAIGHT,1643.0,3400.0,TX,MI,62,2.069385270846013,3281.510501594338,1.997267499448776,-0.07,-1
2021-12-17,160,SPRINTER,1666.0,1710.42,TX,MI,63,1.0266626650660264,1974.0809143267388,1.1849225176030844,0.16,2
2021-12-17,16800,TRACTOR,1804.0,7100.0,CU,MI,63,3.9356984478935697,7147.292044015751,3.961913549897867,0.03,1
2021-12-17,441,CARGO VAN,1535.0,2386.0,TN,SL,64,1.554397394136808,2249.787346567966,1.4656595091647986,-0.09,-1
2021-12-16,200,CARGO VAN,1688.0,1628.13,TX,MI,41,0.9645319905213272,2001.199599514108,1.1855447864420072,0.22,3
2021-12-15,4576,DOCK HIGH STRAIGHT,316.0,1818.6,IN,MI,10,5.7550632911392405,1545.3055965232911,4.890207583934465,-0.86,-9
2021-12-16,13200,TRACTOR,1181.0,8888.0,NE,NY,23,7.525825571549534,6652.431729635334,5.632880380724245,-1.89,-19
2021-12-16,35000,TRACTOR,456.0,2892.66,TN,IL,22,6.343552631578947,2458.121943828523,5.390618297869568,-0.95,-10
2021-12-17,3850,CUBE VAN,1334.0,2075.0,IN,TX,53,1.555472263868066,2711.267634974389,2.032434508976304,0.48,5
2021-12-17,2520,DOCK HIGH STRAIGHT,1342.0,2245.0,IN,TX,53,1.672876304023845,2704.361903464266,2.015172804369796,0.34,4
2021-12-16,2200,DOCK HIGH STRAIGHT,540.0,2200.0,TN,MI,20,4.074074074074074,1583.1748139166343,2.9318052109567305,-1.14,-12
2021-12-17,115,SPRINTER,1636.0,1495.0,MI,TX,47,0.9138141809290954,1697.411546443443,1.0375376200754542,0.12,2
2021-12-17,663,SPRINTER,1334.0,1200.0,IN,TX,51,0.8995502248875562,1943.897900621656,1.4571948280522156,0.56,6
2021-12-16,25000,TRACTOR,1171.0,4200.0,IN,TX,28,3.5866780529462,4674.640965593826,3.992007656356811,0.41,5
2021-12-17,1067,SPRINTER,1253.0,1125.0,KY,TX,50,0.8978451715881883,1713.817621967291,1.3677714461031851,0.47,5
2021-12-15,860,SPRINTER,547.0,900.0,TN,MO,10,1.6453382084095065,1000.7075921919604,1.829447152087679,0.18,2
2021-12-15,3000,DOCK HIGH STRAIGHT,459.0,1650.0,OH,TN,8,3.594771241830065,2025.5130800492293,4.41288252734037,0.82,9
2021-12-15,3492,SPRINTER,357.0,1263.94,NY,MI,6,3.5404481792717086,996.761588262318,2.792049266841228,-0.75,-8
2021-12-17,831,CARGO VAN,1536.0,1305.0,MI,TX,49,0.849609375,1733.9744213166755,1.1288895972113775,0.28,3
2021-12-17,1800,TRACTOR,1487.0,5800.0,IN,TX,46,3.900470746469401,4191.834531344949,2.818987579922629,-1.08,-11
2021-12-17,280,SPRINTER,1220.0,1400.0,TX,KY,38,1.147540983606557,1672.934716738601,1.371257964539837,0.22,3
2021-12-17,12240,DOCK HIGH STRAIGHT,1640.0,3232.0,MI,TX,43,1.9707317073170727,3269.940004230596,1.993865856238168,0.02,1
2021-12-17,1919,SPRINTER,1392.0,1500.0,IL,TX,42,1.0775862068965518,1684.518520308582,1.2101426151642112,0.13,2
2021-12-17,180,CARGO VAN,1590.0,2275.59,TX,OH,40,1.431188679245283,1816.40016050164,1.1423900380513456,-0.29,-3
